Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
560,Isaiah Thomas,PG,24,SAC,72,54,2497,7.2,15.8,0.453,1.8,5.2,0.349,5.3,10.6,0.504,5,5.9,0.85,0.7,2.4,3,6.5,1.3,0.1,3.1,2.7,21.1
561,Ish Smith,PG,25,PHO,70,1,1006,4.3,10.1,0.423,0,0.8,0.043,4.2,9.2,0.457,0.8,1.4,0.564,1.1,3.5,4.6,6.4,1.8,0.5,2.3,2.4,9.3
562,Isiah Thomas*,PG,30,DET,78,78,2918,7,15.6,0.446,0.3,1.1,0.291,6.6,14.5,0.458,3.6,4.7,0.772,0.8,2.2,3,6.9,1.5,0.2,3.1,2.4,17.8
563,Ivano Newbill,PF,26,ATL,72,2,850,1.7,3.9,0.44,0,0,,1.7,3.9,0.44,0.8,2.2,0.385,3.2,5.4,8.6,1,1.2,0.6,1.8,4.9,4.2
564,J.J. Hickson,PF,25,DEN,69,52,1859,6.4,12.7,0.508,0,0.2,0,6.4,12.5,0.514,2.9,5.6,0.517,4,8.2,12.2,1.9,0.9,1,2.5,3.4,15.8
565,J.J. Redick,SG,23,ORL,34,0,276,6.3,14.1,0.444,2.2,5.6,0.395,4,8.5,0.477,3.5,4.4,0.794,0.1,2.9,3,2.1,0.5,0,2,3.8,18.3
566,J.J. Redick,SG,29,LAC,35,34,987,6.6,14.5,0.455,2.7,6.7,0.395,3.9,7.8,0.507,3.5,3.9,0.915,0.3,2.4,2.7,2.8,1,0.1,1.5,2.4,19.4
567,J.R. Reid,C,23,CHH,51,7,1257,6.1,12.5,0.49,0,0.1,0,6.1,12.4,0.493,3.8,5.4,0.705,2.7,6.3,9.1,2.3,1.4,0.7,2.4,4.6,16
568,J.R. Smith,SF,28,NYK,74,37,2421,5.9,14.2,0.415,2.8,7.1,0.394,3.1,7.1,0.436,1.3,2.1,0.652,0.5,3.9,4.4,3.3,1,0.3,1.6,2.9,15.9
569,J.R. Smith,SG,22,DEN,74,0,1421,7.9,17.1,0.461,4,9.9,0.403,3.9,7.2,0.542,3.2,4.5,0.719,1.1,2.8,3.9,3.2,1.6,0.3,2.8,3.6,23
570,Jack Haley,C,33,NJN,20,0,74,6.3,18,0.351,0,0,,6.3,18,0.351,6.8,9.2,0.737,6.3,9.2,15.6,2.4,0.5,0.5,1,6.8,19.5
571,Jack Haley,C,28,LAL,49,9,394,2.8,7.7,0.369,0,0,,2.8,7.7,0.369,1.3,2.6,0.483,2.8,5.8,8.7,0.6,0.6,0.7,2.3,6.9,6.9
572,Jacque Vaughn,PG,32,SAS,74,9,1139,3.8,8.9,0.428,0.1,0.3,0.3,3.7,8.6,0.432,1.9,2.5,0.763,0.4,1.9,2.3,5,0.7,0,1.7,3.1,9.7
573,Jacque Vaughn,PG,25,UTA,82,0,1620,3.8,8.7,0.433,0.7,1.7,0.385,3.1,7,0.444,2.8,3.6,0.78,0.4,2.9,3.3,7.2,1.1,0.1,2.9,3.2,11.1
574,Jae Crowder,SF,23,DAL,78,8,1254,3.7,8.5,0.439,1.4,4.3,0.331,2.3,4.2,0.552,1.3,1.8,0.754,1.3,4.2,5.6,1.7,1.7,0.6,1.2,2.9,10.2
575,Jahidi White,C,24,WAS,68,56,1609,4.5,9.1,0.498,0,0,0,4.5,9.1,0.499,4,7,0.567,4,7.7,11.7,0.4,0.7,2.5,3,4.7,13
576,Jake Tsakalidis,C,21,PHO,57,39,947,3.8,8.2,0.47,0,0,,3.8,8.2,0.47,2.1,3.5,0.593,3.2,6,9.2,0.7,0.4,2.1,2.5,5.2,9.7
577,Jake Voskuhl,C,30,MIL,44,0,386,3.5,7.5,0.463,0,0,,3.5,7.5,0.463,2.2,2.7,0.828,2.8,6.2,9,1.2,0.8,2,2.7,7.7,9.1
578,Jalen Rose,SF,24,IND,66,6,1188,5.2,11.4,0.456,0.6,2.2,0.292,4.6,9.2,0.495,3.5,4.7,0.75,0.8,2.8,3.7,4.7,1.7,0.5,3.2,4.1,14.6
579,Jalen Rose,SF,28,IND,72,72,2943,6.9,15.2,0.457,0.7,2.1,0.339,6.2,13.1,0.476,3.5,4.2,0.828,0.5,3.9,4.4,5.3,0.8,0.5,2.6,2.8,18.1
580,Jamaal Franklin,SG,22,MEM,21,0,161,3.6,8.7,0.41,1.1,2.5,0.455,2.5,6.3,0.393,0.4,0.4,1,0.9,4.2,5.1,1.3,0.9,0.4,2.5,5.1,8.7
581,Jamaal Magloire,C,29,NJN,24,2,259,2.1,6.8,0.306,0,0,,2.1,6.8,0.306,1.9,4.3,0.452,2.5,8.8,11.3,1,0,1.4,3.2,5.8,6.1
582,Jamaal Magloire,C,29,TOT,31,2,286,2.3,6.9,0.327,0,0,,2.3,6.9,0.327,2.5,5.5,0.455,2.4,8.8,11.2,0.9,0.1,1.3,3.8,6.3,7
583,Jamaal Magloire,C,22,CHH,74,0,1095,4,8.9,0.45,0,0.1,0,4,8.8,0.454,3.1,4.8,0.655,3.4,6.3,9.7,0.9,0.6,2.6,2,4.6,11.1
584,Jamaal Tinsley,PG,29,IND,39,36,1293,4.9,12.9,0.38,1.1,3.9,0.284,3.8,9,0.422,2,2.8,0.72,0.7,3.3,3.9,9.1,1.8,0.3,3.6,2.7,12.9
585,Jamal Crawford,PG,20,CHI,61,8,1050,3.7,10.4,0.352,1.4,4,0.35,2.3,6.4,0.353,0.9,1.2,0.794,0.3,2.7,3.1,4.8,1.5,0.5,2.9,2.3,9.7
586,Jamal Crawford,SG,33,LAC,69,24,2094,7.2,17.4,0.416,2.8,7.7,0.361,4.5,9.7,0.46,4.8,5.5,0.866,0.6,2.1,2.7,3.8,1,0.2,2.3,2.1,22
587,Jamal Crawford,SG,27,NYK,80,80,3190,6.4,15.7,0.41,2,5.6,0.356,4.4,10.1,0.439,3.7,4.3,0.864,0.4,1.9,2.3,4.5,0.9,0.2,2.2,1.6,18.6
588,Jamal Mashburn,SF,24,MIA,32,30,1189,4.4,11.1,0.398,1.5,4.4,0.329,3,6.7,0.443,2.7,3.5,0.752,1.2,4.2,5.4,3.4,1.3,0.2,1.7,3.5,13
589,Jamal Mashburn,SF,24,DAL,37,21,975,5.2,13.9,0.372,1.6,4.8,0.321,3.6,9,0.4,2.7,4.1,0.649,1,3.2,4.2,3.4,1.3,0.2,2.1,2.5,14.5
590,Jamal Mashburn,SF,24,TOT,69,51,2164,4.8,12.4,0.385,1.5,4.6,0.325,3.3,7.8,0.421,2.7,3.8,0.702,1.1,3.7,4.9,3.4,1.3,0.2,1.9,3.1,13.7
591,Jamal Mashburn,SF,28,CHH,76,76,2989,6.9,16.7,0.413,1.2,3.5,0.356,5.7,13.2,0.428,3.4,4.4,0.766,1.1,5.8,6.9,5,1,0.2,2.5,2.2,18.4
592,Jamario Moon,SF,27,TOR,78,75,2166,4.6,9.6,0.485,0.7,2,0.328,4,7.5,0.528,1,1.4,0.741,1.5,6.5,8,1.5,1.3,1.8,0.8,2.5,11
593,Jameer Nelson,PG,31,ORL,68,68,2179,4.9,12.3,0.394,2.2,6.5,0.348,2.6,5.9,0.444,1.6,1.9,0.857,0.5,3.3,3.8,7.9,0.9,0.1,2.7,2.4,13.5
594,Jameer Nelson,PG,25,ORL,69,62,1961,5.2,11.1,0.469,1.2,2.8,0.416,4,8.2,0.488,2.3,2.8,0.828,0.5,3.9,4.5,7,1.2,0.1,2.6,3.1,13.9
595,James Anderson,SG,24,PHI,80,62,2309,4.8,11.2,0.431,1.8,5.5,0.328,3,5.7,0.53,1.2,1.7,0.726,0.9,3.8,4.7,2.3,1.2,0.4,1.7,2.4,12.6
596,James Augustine,PF,23,ORL,25,0,149,4.3,8.2,0.529,0,0,,4.3,8.2,0.529,1,1.9,0.5,3.9,3.4,7.2,0.5,1.2,0.5,1.4,4.3,9.7
597,James Donaldson,C,34,DAL,44,32,994,3.9,8.2,0.471,0,0,,3.9,8.2,0.471,2.1,3,0.702,3.5,6.3,9.8,1.1,0.3,1.6,1.5,3.1,9.9
598,James Donaldson,C,34,TOT,58,32,1075,3.8,8.2,0.457,0,0,,3.8,8.2,0.457,2,2.9,0.709,3.3,6.4,9.7,1.1,0.3,1.6,1.6,3.4,9.5
599,James Edwards,C,36,LAC,72,11,1437,6.3,13.5,0.465,0,0,0,6.3,13.5,0.466,5,6.8,0.731,1.4,3.7,5.1,1.3,0.6,0.8,1.8,5.9,17.5
600,James Harden,SG,24,HOU,73,73,2777,7.1,15.6,0.456,2.3,6.3,0.366,4.8,9.4,0.515,7.5,8.6,0.866,0.8,3.7,4.5,5.8,1.5,0.4,3.4,2.3,24
601,James Johnson,SF,26,MEM,52,4,956,5.4,11.6,0.464,0.8,3.3,0.253,4.6,8.3,0.548,2.9,3.4,0.844,2.3,4,6.3,4.2,1.6,2.1,2.5,3.8,14.5
602,James Jones,SF,33,MIA,20,6,236,4.7,10.4,0.456,4.3,8.2,0.519,0.5,2.1,0.214,1.1,1.7,0.636,0.3,3.2,3.5,1.4,0.5,0.6,0.6,0.9,14.8
603,James Jones,SF,27,POR,58,3,1276,4,9.2,0.437,2.6,5.8,0.444,1.5,3.4,0.426,2.4,2.8,0.878,1.2,3.3,4.5,1,0.7,0.4,0.8,2.7,13.1
604,James Posey,PF,31,BOS,74,2,1821,3.4,8.2,0.418,2.1,5.5,0.38,1.3,2.7,0.496,1.8,2.3,0.809,0.6,5.8,6.4,2.3,1.4,0.4,1.3,3.6,10.8
605,James Posey,SF,24,DEN,82,82,2255,3.9,9.4,0.412,1,3.5,0.3,2.8,6,0.477,1.8,2.3,0.816,2,4.9,6.9,2.6,1.5,0.6,1.6,3.6,10.6
606,James Robinson,PG,26,MIN,69,5,1309,5.4,13.3,0.407,2.8,7.3,0.382,2.6,5.9,0.437,2.1,3.1,0.684,0.7,2.4,3.1,3.5,0.8,0.2,1.9,3.4,15.7
607,James Worthy*,SF,30,LAL,54,54,2108,7.7,17.2,0.447,0.2,0.7,0.209,7.5,16.5,0.457,2.8,3.5,0.814,1.7,3.5,5.2,4.3,1.3,0.4,2.2,1.5,18.4
608,Jamie Feick,PF,22,SAS,38,0,614,3.2,9,0.353,0.2,0.8,0.308,2.9,8.2,0.357,2,3.8,0.523,4.7,7.6,12.4,1.5,0.9,0.8,1.8,4.4,8.6
609,Jamie Feick,PF-C,22,TOT,41,0,624,3.2,9.1,0.357,0.3,0.8,0.357,2.9,8.2,0.357,2,3.9,0.507,4.7,7.6,12.3,1.5,0.9,0.8,1.8,4.5,8.7
610,Jamie Watson,SF,24,TOT,23,6,340,3.3,7.6,0.431,0.4,1.3,0.333,2.9,6.4,0.45,1.3,1.7,0.75,1.9,3.1,5,3.5,2.3,0.4,2.5,3.6,8.3
611,Jan Vesely,PF,23,TOT,54,1,776,4.1,8,0.514,0,0,,4.1,8,0.514,0.9,2.6,0.339,3.8,5.1,8.9,1,2.5,1.6,1.7,5.6,9.1
612,Jannero Pargo,PG,34,CHA,29,0,242,7.7,17.6,0.441,3.6,8.9,0.4,4.2,8.6,0.483,1.2,1.6,0.727,0.1,2.8,3,7.7,2.1,0.1,3.9,2.5,20.2
613,Jannero Pargo,SG,28,NOH,80,5,1497,6.1,15.7,0.39,1.6,4.5,0.349,4.5,11.2,0.406,1.7,1.9,0.877,0.6,2.5,3.1,4.6,1.2,0.1,2.2,3,15.5
614,Jared Dudley,PF,22,CHA,73,14,1384,4.2,9.1,0.468,0.2,1.1,0.22,4,8,0.502,2.3,3.1,0.737,3.1,4.3,7.4,2.1,1.4,0.3,1.3,3.3,11
615,Jared Dudley,SF,28,LAC,74,43,1729,4.1,9.3,0.438,1.7,4.7,0.36,2.4,4.6,0.518,0.8,1.2,0.655,0.7,2.6,3.3,2.2,0.9,0.2,1.2,3,10.6
616,Jared Jeffries,SF,26,NYK,73,19,1325,2.9,7.3,0.4,0.1,0.7,0.16,2.8,6.7,0.424,1.3,2.5,0.527,3.2,3.4,6.6,1.8,1,0.6,1.7,3.6,7.3
617,Jared Sullinger,PF,21,BOS,74,44,2041,6.8,15.9,0.427,1,3.7,0.269,5.8,12.2,0.475,2.8,3.6,0.778,4.3,6.3,10.6,2.1,0.6,0.9,2.1,4.4,17.3
618,Jaren Jackson,SG,29,WSB,75,0,1133,4.3,10.5,0.407,1.7,5,0.335,2.6,5.4,0.474,1.7,2.2,0.768,1,3.2,4.2,2.1,1.4,0.5,1.9,4.2,11.9
619,Jarrett Jack,PG,30,CLE,80,31,2252,4.6,11.2,0.41,1,3,0.341,3.6,8.2,0.435,2,2.4,0.839,0.4,3.2,3.6,5.2,0.9,0.4,2.1,2.1,12.1
620,Jarrett Jack,SG,24,POR,82,16,2229,4.3,10,0.431,1,3.1,0.342,3.3,6.9,0.47,3.5,4,0.867,0.5,3.3,3.8,5.1,1,0,2.9,2.1,13.1
621,Jarron Collins,C,29,UTA,70,9,702,1.8,4.2,0.439,0,0.1,0,1.8,4.2,0.444,2.4,3.8,0.622,2.1,3.9,5.9,1.9,0.5,0.3,1.1,5.4,6.1
622,Jarvis Hayes,SF,26,DET,82,1,1287,6.1,14.1,0.431,2,5.4,0.376,4,8.7,0.465,1.3,1.7,0.75,1,4,5,1.7,1.3,0.2,1.3,3.8,15.4
623,Jarvis Varnado,PF,25,TOT,24,0,339,3.8,6.4,0.6,0,0,,3.8,6.4,0.6,2.9,5.5,0.519,2,4.7,6.7,1.4,1.1,3.1,1.1,6.6,10.5
624,Jason Caffey,PF,27,MIL,70,33,1460,4.4,9,0.488,0,0,,4.4,9,0.488,3.5,5.2,0.673,3.3,5.4,8.7,1.3,0.9,0.6,1.9,4.5,12.3
625,Jason Caffey,PF,23,CHI,75,19,1405,5.3,9.9,0.532,0,0,0,5.3,9.8,0.534,3.6,5.4,0.659,3.5,4.3,7.7,2.3,0.6,0.2,2.5,3.8,14.1
626,Jason Collier,C,23,HOU,23,0,222,4.4,11.5,0.38,0,0.2,0,4.4,11.4,0.386,2.8,3.9,0.708,1.9,4.1,6,1,0.3,0.5,1.8,4.4,11.5
627,Jason Collins,C,35,BRK,22,1,172,2.3,5,0.458,0,0.6,0,2.3,4.4,0.524,0.6,0.8,0.75,1.5,2.5,4,0.8,1.7,0.2,1.5,6.3,5.2
628,Jason Collins,C,29,MEM,31,3,488,2.2,4.4,0.508,0,0.1,0,2.2,4.3,0.517,1.5,2.8,0.526,2.1,4.4,6.6,0.4,0.9,1.3,1.8,6.2,5.9
629,Jason Collins,C,29,NJN,43,23,684,1.2,2.8,0.426,0,0,,1.2,2.8,0.426,0.7,1.9,0.389,1.8,2.8,4.7,1,0.6,0.4,1.2,5.8,3.2
630,Jason Collins,C,29,TOT,74,26,1172,1.6,3.5,0.469,0,0,0,1.6,3.4,0.473,1,2.3,0.459,2,3.5,5.5,0.8,0.7,0.8,1.5,6,4.3
631,Jason Hart,PG,29,UTA,57,0,606,3.4,10.7,0.322,0.7,1.8,0.355,2.8,8.9,0.315,2.3,2.7,0.844,0.3,3,3.3,5.1,1.8,0.2,1.7,4.5,9.8
632,Jason Kapono,SF,26,TOR,81,7,1530,5.7,11.7,0.488,1.3,2.8,0.483,4.4,8.9,0.489,0.9,1,0.86,0.7,2.1,2.8,1.5,0.8,0,1.4,3.1,13.6
633,Jason Kidd,PG,23,DAL,22,22,791,3.4,9.2,0.369,1,3,0.323,2.5,6.3,0.391,2.1,3.1,0.667,1.4,2.7,4.1,9.1,2,0.4,3,1.9,9.9
634,Jason Kidd,PG,34,DAL,29,29,1011,3.7,8.7,0.426,1.2,2.7,0.461,2.5,6,0.411,1.6,1.9,0.815,1.3,5.4,6.7,9.8,2.2,0.4,2.9,2.7,10.2
635,Jason Kidd,PG,23,PHO,33,23,1173,4.2,10,0.423,1.2,3.1,0.4,3,6.9,0.434,2,2.9,0.688,1,3.8,4.9,9.1,2.4,0.4,2.3,2.2,11.7
636,Jason Kidd,PG,34,NJN,51,51,1895,3.8,10.4,0.366,1.6,4.5,0.356,2.2,5.9,0.374,1.7,2.1,0.82,1.1,6.7,7.8,10.1,1.4,0.3,3.5,1.7,11
637,Jason Kidd,PG,23,TOT,55,45,1964,3.9,9.7,0.403,1.1,3,0.37,2.8,6.7,0.418,2.1,3,0.679,1.2,3.4,4.6,9.1,2.3,0.4,2.6,2.1,11
638,Jason Kidd,PG,27,PHO,77,76,3065,5.3,12.9,0.411,0.8,2.7,0.297,4.5,10.2,0.442,3.9,4.7,0.814,1.1,4.7,5.8,8.8,1.9,0.3,3.4,2,15.3
639,Jason Kidd,PG,34,TOT,80,80,2906,3.8,9.8,0.385,1.5,3.9,0.381,2.3,6,0.387,1.7,2,0.818,1.2,6.3,7.4,10,1.7,0.3,3.3,2,10.7
640,Jason Maxiell,PF,30,ORL,34,13,488,3.5,7.7,0.448,0,0,,3.5,7.7,0.448,1.1,2.3,0.484,2.1,4.3,6.3,0.7,0.6,1.5,1,3.5,8
641,Jason Maxiell,C,24,DET,82,7,1768,4.9,9.1,0.538,0,0,0,4.9,9.1,0.539,3.5,5.5,0.633,3.6,5.2,8.8,0.9,0.4,1.9,1.4,3.7,13.3
642,Jason Richardson,SF,27,CHA,82,82,3149,7.4,16.8,0.441,2.8,6.8,0.406,4.6,9.9,0.466,2.8,3.8,0.752,0.9,4.1,5,2.9,1.3,0.7,1.9,2.8,20.4
643,Jason Smith,PF,27,NOP,31,27,830,5.7,12.2,0.465,0,0,,5.7,12.2,0.465,1.7,2.2,0.78,2.2,5.6,7.9,1.3,0.5,1.3,1.2,4.3,13.1
644,Jason Smith,PF,21,PHI,76,1,1107,4.6,10.1,0.455,0.1,0.5,0.286,4.5,9.6,0.463,1.8,2.7,0.659,2.5,5,7.5,0.7,0.7,1.6,1.6,4.6,11.1
645,Jason Terry,PG,36,BRK,35,0,570,3.5,9.6,0.362,2.5,6.5,0.379,1,3.1,0.327,0.6,0.9,0.667,0.3,2.1,2.3,3.5,0.8,0,1.7,3,10
646,Jason Terry,SG,30,DAL,82,34,2579,6.6,14.1,0.467,1.9,5.1,0.375,4.7,9,0.519,2.7,3.1,0.857,0.4,2.5,2.9,3.7,1.2,0.3,1.3,2.4,17.7
647,Jason Terry,SG,23,ATL,82,77,3089,6.9,15.9,0.436,1.4,3.7,0.395,5.5,12.3,0.448,3.5,4.2,0.846,0.5,2.6,3.1,4.7,1.2,0.1,2.8,2.4,18.9
648,Jason Thompson,PF,27,SAC,82,61,2007,4.5,8.9,0.506,0,0,,4.5,8.9,0.506,1.5,2.6,0.579,2.7,6.7,9.5,1,0.6,1,1.7,4.5,10.5
649,Jason Williams,PG,32,MIA,67,53,1886,4,10.5,0.384,1.9,5.2,0.353,2.2,5.2,0.415,1.3,1.5,0.863,0.2,2.3,2.5,5.9,1.6,0.1,1.7,1.8,11.2
650,Jason Williams,PG,25,SAC,77,77,2290,4.4,10.8,0.407,1.5,4.9,0.315,2.9,6,0.483,0.9,1.2,0.789,0.3,2.6,2.9,6.5,1.5,0.1,2.5,1.8,11.3
651,Javaris Crittenton,SG,20,LAL,22,0,171,5.5,11.2,0.491,0.2,0.6,0.333,5.3,10.5,0.5,4,5.9,0.679,1.5,2.9,4.4,3.8,1.5,0,4.6,2.5,15.2
652,Javaris Crittenton,SG,20,MEM,28,0,508,5.1,12.8,0.4,0.6,2.4,0.265,4.5,10.3,0.432,3.8,5.4,0.697,1.4,4.9,6.3,2.3,0.9,0.1,2.3,2.5,14.6
653,Javaris Crittenton,SG,20,TOT,50,0,679,5.2,12.4,0.421,0.5,2,0.27,4.7,10.4,0.449,3.8,5.5,0.692,1.4,4.4,5.8,2.7,1,0.1,2.9,2.5,14.7
654,Jay Humphries,PG,29,MIL,71,71,2261,6,12.8,0.469,0.7,2.3,0.292,5.3,10.5,0.508,3.1,4,0.783,0.7,2.2,2.9,7.4,1.9,0.2,2.4,3.3,15.8
655,Jayson Williams,PF,28,NJN,41,40,1432,5.6,13.6,0.409,0,0.1,0,5.6,13.5,0.412,2.7,4.6,0.59,6.1,7.8,13.9,1.3,0.6,0.9,2.1,4,13.8
656,Jayson Williams,PF,23,PHI,50,8,646,4.2,11.5,0.364,0,0,,4.2,11.5,0.364,3.1,4.9,0.636,3.5,4.6,8.1,0.7,1.1,1.1,2.5,6.1,11.5
657,Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,0.52,0,0,,5.4,10.3,0.52,2.8,4.5,0.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4,13.6
658,Jeff Ayres,PF,26,SAS,73,10,952,3.8,6.6,0.58,0,0,,3.8,6.6,0.58,1.4,2.1,0.691,3.4,6.4,9.8,2.3,0.5,0.9,2.4,5.5,9.1
659,Jeff Foster,C,24,IND,71,9,1152,3.1,6.7,0.469,0.1,0.2,0.286,3.1,6.4,0.476,1.5,2.8,0.516,4.5,7.7,12.2,1,1.2,0.9,1.6,4.7,7.8
660,Jeff Foster,C,31,IND,77,52,1884,3.9,7.1,0.55,0,0.1,0,3.9,7.1,0.554,1.6,2.8,0.593,5,7.7,12.8,2.5,1.1,0.6,1.2,4.2,9.5
661,Jeff Grayer,SG,31,SAC,25,0,316,4.3,9.5,0.458,0.5,1.3,0.364,3.9,8.2,0.472,1.3,2.3,0.55,2.4,1.9,4.3,2.8,0.9,0.8,1.7,4.8,10.4
662,Jeff Grayer,SG,26,MIL,82,11,1659,6.7,15,0.448,0.4,1.4,0.288,6.3,13.5,0.465,2.2,3.3,0.667,2.8,2.8,5.6,3.3,1.4,0.3,2.3,3.1,16
663,Jeff Green,SF,21,SEA,80,52,2253,5.1,12,0.427,0.3,1.2,0.276,4.8,10.8,0.444,2.8,3.8,0.744,1.6,4.4,6.1,1.9,0.7,0.8,2.5,3.2,13.4
664,Jeff Green,SF,27,BOS,82,82,2805,6.2,15,0.412,1.7,5.1,0.341,4.5,9.9,0.448,3.6,4.6,0.795,0.7,4.2,4.9,1.8,0.7,0.6,2.1,2.3,17.7
665,Jeff Hornacek,SG,28,PHO,81,81,3078,7.4,14.5,0.512,1,2.2,0.439,6.5,12.3,0.525,3.3,3.7,0.886,1.2,3.5,4.8,4.8,1.8,0.4,2,2.5,19.1
666,Jeff Hornacek,SG,33,UTA,82,82,2592,5.7,11.9,0.482,1,2.7,0.369,4.7,9.2,0.516,4.1,4.5,0.899,0.8,2.5,3.3,5,1.7,0.4,1.9,2.6,16.5
667,Jeff Malone,SG,30,UTA,81,81,2922,8.5,16.7,0.511,0,0.1,0.083,8.5,16.5,0.515,3.2,3.5,0.898,0.6,2.3,2.9,2.2,0.7,0.1,1.7,1.6,20.2
668,Jeff McInnis,PG,33,CHA,54,26,1410,2.8,6.4,0.434,0.1,0.5,0.158,2.7,5.9,0.457,0.6,0.8,0.767,0.4,2,2.5,5.6,0.6,0.1,1.9,3.1,6.2
669,Jeff McInnis,PG,26,LAC,81,81,2831,5.5,11.9,0.463,0.7,1.8,0.361,4.8,10,0.482,1.7,2,0.807,0.5,2.3,2.8,5.7,1,0.1,1.4,2.5,13.3
670,Jeff Teague,PG,25,ATL,79,79,2542,6.5,14.7,0.438,1,3.2,0.329,5.4,11.5,0.469,4.5,5.3,0.846,0.5,2.5,2.9,7.5,1.3,0.2,3.3,2.2,18.5
671,Jeff Turner,SF,29,ORL,75,42,1591,5.1,11.3,0.451,0,0.2,0.125,5.1,11.1,0.456,1.8,2.6,0.693,1.4,4.2,5.6,2.1,0.5,0.4,2.4,5.2,12
672,Jeff Withey,C,23,NOP,58,4,684,3.6,6.8,0.535,0,0.1,0,3.6,6.7,0.539,2.7,3.8,0.712,2.6,5.3,7.9,1.4,0.8,2.6,1.1,3.8,10
673,Jeffery Taylor,SF,24,CHA,26,8,629,4.7,12.5,0.376,1,3.8,0.269,3.7,8.6,0.424,1.5,2.7,0.553,0.9,2.6,3.4,1.3,0.7,0.3,1.4,3.5,11.9
674,Jelani McCoy,C,23,SEA,70,44,1143,4.3,8.3,0.523,0,0,,4.3,8.3,0.523,1.3,2.9,0.441,2.9,5,7.9,1.8,0.6,1.5,2.4,4.4,10
675,Jeremy Evans,SF,26,UTA,66,4,1209,5.2,9.9,0.527,0,0.1,0,5.2,9.8,0.53,1.5,2.2,0.68,3.6,5.7,9.2,1.3,1.3,1.4,1.2,4.1,11.9
676,Jeremy Lamb,SG,21,OKC,78,0,1538,6.2,14.3,0.432,2.1,5.8,0.356,4.1,8.5,0.483,1.2,1.5,0.797,0.6,3.8,4.4,2.7,1.3,0.6,1.4,3.3,15.6
677,Jeremy Lin,PG,25,HOU,71,33,2054,5.2,11.6,0.446,1.4,4,0.358,3.7,7.6,0.492,3.8,4.6,0.823,0.6,2.7,3.3,5.2,1.2,0.5,3.1,2.9,15.6
678,Jeremy Richardson,SG-SF,23,TOT,27,1,132,4.4,12,0.364,1.9,5.2,0.368,2.5,6.8,0.36,0.5,0.5,1,0.3,2.2,2.5,0.5,0.8,0,1.6,3.5,11.2
679,Jeremy Tyler,C,22,NYK,41,0,398,5.4,10.5,0.517,0,0,,5.4,10.5,0.517,2.4,4.3,0.542,3.4,6.4,9.9,0.7,0.5,1.8,2.4,6.3,13.2
680,Jermaine O'Neal,C,29,IND,42,34,1206,6.7,15.3,0.439,0,0.1,0,6.7,15.1,0.444,3.6,4.9,0.742,2.4,6,8.4,2.8,0.6,2.6,3.2,3.9,17
681,Jermaine O'Neal,PF,35,GSW,44,13,883,5.1,10.1,0.504,0,0,,5.1,10.1,0.504,4,5.4,0.75,3.5,6.4,9.9,1,0.6,1.6,2.1,4.2,14.2
682,Jermaine O'Neal,PF,18,POR,45,0,458,5.4,12,0.451,0,0.1,0,5.4,11.9,0.454,3.7,6.1,0.603,3.1,6.7,9.7,0.6,0.2,2,2.1,3.6,14.5
683,Jermaine O'Neal,C,22,IND,81,80,2641,5.5,11.8,0.465,0,0.1,0,5.5,11.8,0.468,3.2,5.3,0.601,3.4,7.4,10.8,1.3,0.7,3.1,2.2,3.8,14.2
684,Jermareo Davidson,SF,23,CHA,38,2,322,5.7,14,0.408,0,0,,5.7,14,0.408,2,3.1,0.643,2.3,4.6,6.9,1.5,0.8,1.7,1.9,5.1,13.4
685,Jerome Allen,SG,24,DEN,25,0,251,3,10.6,0.284,1,4.9,0.206,2,5.7,0.35,2.2,3.6,0.6,1.7,3,4.7,6.2,0.6,0.6,1.9,2.4,9.2
686,Jerome Allen,SG,24,IND,51,1,692,3,7.6,0.388,1.2,3.1,0.39,1.8,4.6,0.386,1.4,2.4,0.574,0.7,2.7,3.4,5.7,1.4,0,2.9,3.5,8.5
687,Jerome Allen,SG,24,TOT,76,1,943,3,8.4,0.353,1.1,3.6,0.323,1.8,4.9,0.375,1.6,2.7,0.583,1,2.8,3.7,5.8,1.2,0.2,2.6,3.2,8.7
688,Jerome Kersey,SF,38,MIL,22,2,243,4.7,10.2,0.464,0,0.1,0,4.7,10.1,0.471,1.2,2.4,0.5,1.2,5.5,6.7,2.2,2.1,1.2,0.9,5.3,10.7
689,Jerome Kersey,SF,34,LAL,70,44,1766,4,9.2,0.432,0.3,1.3,0.262,3.6,7.8,0.461,1.4,2.4,0.602,2.3,5.1,7.4,1.8,2.4,1,1.5,4.5,9.7
690,Jerome Kersey,SF,29,POR,77,76,2553,5.6,12,0.467,0,0.1,0.125,5.6,11.9,0.47,2.5,3.7,0.664,3.4,5.5,8.9,3.4,1.6,1,2.1,3.6,13.7
691,Jerome Moiso,C,22,BOS,24,0,135,3.2,8,0.4,0,0.3,0,3.2,7.7,0.414,2.9,6.9,0.423,3.2,8,11.2,0.8,0.8,1.1,4.8,7.7,9.3
